"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation,and_score,or_score
7786.2,7567.8,78336.0,118000.0,12,8,14,10,3,4,1,1,1,2,1,1,1,3,4,1,2,1,5,1.5063316993464053,0.9719503737381522
623.55,1502.6,1169.5,2189.3,15,8,12,7,3,2,2,1,1,2,1,1,1,3,4,1,2,1,5,1.4570078530547055,1.875551278967204
5972.7,14972.0,23578.0,11291.0,15,8,26,8,3,3,2,1,1,2,1,1,1,3,4,1,2,1,5,0.47887861565866485,1.8904348117266898
548.58,16346.0,861.28,18215.0,1,1,1,1,3,4,2,1,1,2,1,1,1,3,4,1,2,1,5,1.1143398996696439,1.5700171351489298
548.58,16346.0,861.28,18215.0,1,1,1,1,3,2,3,1,1,2,1,1,1,3,4,1,2,1,5,1.1143398996696439,1.5700171351489298
1547.1,1631.8,11147.0,21044.0,2,2,3,1,3,2,1,1,1,1,2,2,1,3,4,1,2,1,5,1.8878622050775993,1.0547475922694074
245.21,3849.2,67270.0,68155.0,1,2,2,2,3,3,2,1,1,1,2,2,1,3,4,1,2,1,5,1.013155938754274,15.697565352147137
585.27,32448.0,83422.0,1381.9,3,2,3,2,1,1,1,1,2,4,2,2,1,3,4,1,2,1,5,0.016565174654167965,2.3611324687750956
423.72,908.53,670.94,1275.2,3,1,1,1,3,2,1,1,2,4,2,2,1,3,4,1,2,1,5,1.4035860125697557,1.5834513357877844
359.61,330.41,330.41,330.41,1,1,1,1,3,2,2,1,2,4,2,2,1,3,4,1,2,1,5,0.9188009232223798,0.9188009232223798
521.51,13324.0,1101.7,1023.8,10,6,8,1,3,3,2,1,2,4,2,2,1,3,4,1,2,1,5,0.0768387871510057,1.9631454813905773
5336.1,1504.2,17428.0,23499.0,5,4,4,4,1,1,1,1,2,3,2,3,1,3,4,1,2,1,5,1.348347486802846,0.2818912689042559
878.53,44406.0,27878.0,72362.0,16,12,17,18,3,2,1,1,2,3,2,3,1,3,4,1,2,1,5,1.6295545646984642,31.732553242348015
1210.4,4532.0,7425.6,63570.0,3,4,2,3,3,4,1,1,2,3,2,3,1,3,4,1,2,1,5,8.560924369747898,3.744216787838731
520.57,7278.9,6971.0,25956.0,9,5,7,6,3,2,2,1,2,3,2,3,1,3,4,1,2,1,5,3.5659234224951573,13.391090535374683
2422.6,20327.0,8053.7,2804.9,13,13,9,8,3,3,2,1,2,3,2,3,1,3,4,1,2,1,5,0.1379888817828504,1.157805663336911
1596.5,13451.0,10262.0,39849.0,7,5,5,5,1,1,1,1,2,4,2,3,1,3,4,1,2,1,5,2.962530666864917,6.427810836204197
1201.9,10462.0,25744.0,106000.0,4,8,4,12,3,2,1,1,2,4,2,3,1,3,4,1,2,1,5,4.1174642635177126,8.704551127381645
545.6,959.53,1628.3,563.59,7,8,10,8,3,2,2,1,2,4,2,3,1,3,4,1,2,1,5,0.3461217220413929,1.0329728739002932
366.85,6868.9,31293.0,15186.0,14,7,4,7,3,3,2,1,2,4,2,3,1,3,4,1,2,1,5,0.48528424887355,18.72400163554586
545.6,959.53,755.46,577.15,1,1,1,1,3,4,3,1,2,4,2,3,1,3,4,1,2,1,5,0.601492397319521,1.0578262463343107
2532.3,3180.6,59768.0,55920.0,13,13,11,13,1,1,1,1,1,1,2,4,1,3,4,1,2,1,5,0.9356177218578503,1.256012320815069
2634.2,23283.0,14470.0,76764.0,47,44,40,34,3,2,1,1,1,1,2,4,1,3,4,1,2,1,5,3.2969978095606236,5.493128843671704
1466.5,10312.0,138000.0,195000.0,7,12,6,10,3,4,1,1,1,1,2,4,1,3,4,1,2,1,5,1.4130434782608696,7.031708148653256
462.94,4426.6,5129.7,15402.0,11,13,15,12,3,2,2,1,1,1,2,4,1,3,4,1,2,1,5,3.0025147669454357,9.56193027174148
876.34,5786.4,22990.0,21818.0,48,57,56,56,3,3,2,1,1,1,2,4,1,3,4,1,2,1,5,0.9490213136146151,6.602916676175913
449.28,4004.1,4248.2,15866.0,1,1,1,1,3,2,3,1,1,1,2,4,1,3,4,1,2,1,5,3.734758250553176,8.912259615384615
894.44,2320.3,1018.9,1023.8,4,4,5,1,3,3,2,1,2,4,2,4,1,3,4,1,2,1,5,0.4412360470628797,1.1391485175081615
986.54,68243.0,30665.0,15890.0,1,1,1,1,3,4,1,1,3,1,1,2,1,1,5,1,2,1,5,0.23284439429685097,16.106797494272914
330.41,743.97,750.57,415.38,3,3,3,3,3,3,2,1,1,1,1,1,1,3,5,1,2,1,5,0.5534194012550461,1.2571653400320812
3568.9,22510.0,12997.0,87228.0,2,2,4,2,3,1,1,1,1,3,1,1,1,3,5,1,2,1,5,3.875077743225233,3.6417383507523327
4564.9,21560.0,15628.0,78369.0,1,1,1,1,3,3,1,1,1,3,1,1,1,3,5,1,2,1,5,3.6349257884972173,3.4235142062257666
737.03,443.98,3111.6,2061.8,5,2,5,2,3,1,1,1,3,1,2,1,1,3,5,1,2,1,5,0.6626173029952437,0.6023906760918823
1619.3,7441.0,7014.8,23499.0,1,1,1,1,2,4,1,1,3,1,2,1,1,3,5,1,2,1,5,3.1580432737535276,4.331995306613969
2688.7,387.2,821.38,1482.6,9,17,6,7,3,4,1,1,3,1,2,1,1,3,5,1,2,1,5,0.5514189013277793,0.14401011641313646
781.12,8719.9,1896.9,1238.1,5,3,5,4,3,3,2,1,3,1,2,1,1,3,5,1,2,1,5,0.14198557322905078,1.5850317492830805
330.41,743.97,750.57,415.38,1,1,1,1,3,3,2,1,1,1,1,2,1,3,5,1,2,1,5,0.5534194012550461,1.2571653400320812
1722.7,1378.1,5646.9,10677.0,27,32,27,28,3,1,1,1,3,1,1,2,1,3,5,1,2,1,5,1.890771927960474,0.7999651709525744
4085.9,4593.6,5979.9,5485.0,2,2,1,2,3,3,1,1,3,1,1,2,1,3,5,1,2,1,5,0.9172394187193766,1.1242565897354317
1121.6,1901.2,2115.6,3351.1,23,18,24,18,3,4,1,1,3,1,1,2,1,3,5,1,2,1,5,1.583995084136888,1.6950784593437949
360.57,781.35,500.27,691.22,7,9,8,7,2,1,2,1,3,1,1,2,1,3,5,1,2,1,5,0.8846483650092788,1.3874421055550934
959.53,330.41,1165.9,792.88,1,2,2,2,3,2,2,1,3,1,1,2,1,3,5,1,2,1,5,0.6800583240415129,0.3443456692338958
481.21,937.25,665.74,941.43,25,30,27,32,3,3,2,1,3,1,1,2,1,3,5,1,2,1,5,1.0044598559615896,1.3834708339394444
478.32,955.3,628.18,959.53,1,1,1,1,3,3,3,1,3,1,1,2,1,3,5,1,2,1,5,1.0044279283994557,1.3133049004850308
4564.9,21560.0,15628.0,78369.0,1,1,1,1,3,1,1,1,1,3,1,2,1,3,5,1,2,1,5,3.6349257884972173,3.4235142062257666
1980.0,5354.6,16648.0,2061.8,4,4,4,2,3,1,1,1,3,1,2,2,1,3,5,1,2,1,5,0.12384670831331092,1.0413131313131314
23188.0,1620.7,949.82,2065.4,8,10,9,10,3,4,1,1,3,1,2,2,1,3,5,1,2,1,5,0.08907193375884079,0.04096170432982577
707.13,8719.9,2651.2,771.28,7,6,7,7,3,3,2,1,3,1,2,2,1,3,5,1,2,1,5,0.0884505556256379,1.0907188211502834
3215.3,13258.0,84888.0,110000.0,1,1,1,1,3,1,1,1,3,3,1,2,1,4,1,1,1,3,5,1.2958250871736876,4.123409946194756
4060.1,6387.0,36472.0,5060.6,8,7,9,7,2,2,1,1,2,2,4,2,1,1,1,2,2,1,5,0.1387530160122834,1.2464225019088202
3538.7,2318.2,884.24,959.53,3,3,3,2,2,4,1,1,2,2,4,2,1,1,1,2,2,1,5,0.2711532483680448,0.24987707350156838
7490.1,6363.2,3323.0,7982.3,4,4,4,4,2,2,1,1,2,2,4,3,1,1,1,2,2,1,5,1.0657134083657094,0.4436522876864127
398.01,2117.4,23870.0,8092.0,1,1,2,1,2,4,2,1,2,2,4,3,1,1,1,2,2,1,5,0.33900293255131964,5.319966835004146
959.53,330.41,662.88,330.41,1,1,1,1,2,1,3,1,2,2,4,3,1,1,1,2,2,1,5,0.3443456692338958,0.3443456692338958
1820.5,16981.0,2230.6,21157.0,4,4,10,8,1,1,1,1,3,2,4,4,1,1,1,2,2,1,5,1.245921912725988,1.2252677835759407
970.98,73885.0,3259.1,49532.0,4,5,4,9,2,2,1,1,3,2,4,4,1,1,1,2,2,1,5,0.6703931785883468,3.3565057982656694
8760.4,51092.0,16463.0,43032.0,1,1,1,2,2,4,1,1,3,2,4,4,1,1,1,2,2,1,5,0.8422453613090112,1.8792520889457103
8204.3,198000.0,11434.0,8092.0,4,1,5,4,1,1,1,1,2,3,4,4,1,1,1,2,2,1,5,0.04086868686868687,0.9863120558731397
3044.7,5421.0,5189.0,75482.0,2,2,2,5,1,1,1,1,3,3,4,4,1,1,1,2,2,1,5,13.923999262128758,1.7042729989818375
6694.4,18285.0,10694.0,10497.0,6,13,5,5,2,2,1,1,3,3,4,4,1,1,1,2,2,1,5,0.5740771123872026,1.5680270076481837
799.6,1528.6,2799.0,6758.9,9,6,5,5,2,1,2,1,3,3,4,4,1,1,1,2,2,1,5,2.4147552697391923,1.911705852926463
959.53,941.31,2376.1,68180.0,1,1,3,2,3,2,2,1,3,3,4,4,1,1,1,2,2,1,5,28.694078532048316,0.981011536898273
3056.9,59723.0,12986.0,54828.0,8,7,7,7,2,2,1,1,3,2,1,4,3,1,1,2,2,1,5,0.918038276710815,4.248094474794726
5171.9,11678.0,26193.0,72863.0,4,4,3,3,2,1,1,1,2,1,1,1,1,2,2,1,1,3,5,2.7817737563471154,2.2579709584485395
23499.0,198000.0,36289.0,52298.0,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,3,5,0.2641313131313131,1.5442784799353164
23499.0,198000.0,36289.0,52298.0,1,1,1,1,1,4,1,1,2,1,1,1,1,2,2,1,1,3,5,0.2641313131313131,1.5442784799353164
1153.8,1296.1,587.27,330.41,1,3,3,2,3,3,2,1,2,1,1,1,1,2,2,1,1,3,5,0.25492631741377986,0.28636678800485355
105000.0,25837.0,146000.0,185000.0,1,2,3,4,2,3,1,2,1,1,1,1,1,2,1,2,2,1,5,1.2671232876712328,0.24606666666666666
5684.4,7496.0,52501.0,58179.0,5,4,4,4,2,4,1,2,1,1,1,1,1,2,1,2,2,1,5,1.1081503209462678,1.318696784181268
3722.2,2773.1,1910.6,17246.0,19,12,13,4,1,1,1,1,3,1,1,1,1,2,2,1,1,3,5,4.633281392724733,0.513298586857235
8287.2,3058.5,28681.0,56851.0,24,30,25,25,2,1,1,1,3,1,1,1,1,2,2,1,1,3,5,1.9821833269411806,0.36906313350709524
866.24,1028.6,4283.4,4753.1,4,1,2,2,1,2,1,1,3,1,1,1,1,2,2,1,1,3,5,1.1096558808423218,1.1874307351311413
959.53,1749.4,3180.0,33030.0,12,5,11,7,3,2,1,1,3,1,1,1,1,2,2,1,1,3,5,10.38679245283019,1.8231842672975311
8342.6,2976.3,36997.0,58915.0,1,1,1,1,2,3,1,1,3,1,1,1,1,2,2,1,1,3,5,1.5924264129524015,0.3567592836765517
835.12,1124.5,713.82,959.53,16,7,18,12,1,2,2,1,3,1,1,1,1,2,2,1,1,3,5,0.8532947976878612,0.8547514129705911
24425.0,77485.0,68949.0,143000.0,1,1,1,1,2,4,1,2,3,2,2,1,1,2,1,2,2,1,5,1.8455184874491837,2.8228863868986696
23499.0,23499.0,23518.0,23499.0,1,1,1,1,3,1,2,2,2,3,2,1,1,2,1,2,2,1,5,0.9991921081724636,1.0
3639.9,15040.0,17645.0,26181.0,13,4,14,15,1,2,1,2,3,3,2,1,1,2,1,2,2,1,5,1.4837631056956644,4.131981647847468
5117.7,10539.0,18716.0,49230.0,2,1,2,4,1,4,1,2,3,3,2,1,1,2,1,2,2,1,5,2.630369737123317,2.0593235242394043
1421.4,2302.6,5717.6,9412.5,6,7,6,6,2,4,1,2,3,3,2,1,1,2,1,2,2,1,5,1.6462326850426752,1.6199521598424087
1867.2,2560.7,24140.0,24148.0,9,9,7,9,3,1,2,2,3,3,2,1,1,2,1,2,2,1,5,1.0003314001657,1.371411739502999
416.45,535.83,676.01,589.73,1,1,1,1,3,2,2,2,3,3,2,1,1,2,1,2,2,1,5,0.8723687519415394,1.2866610637531517
6261.1,65677.0,2993.7,8092.0,1,1,1,1,1,1,1,1,1,4,2,1,1,2,2,1,1,3,5,0.12320903817165826,0.47814281835460215
6604.9,13619.0,19567.0,72863.0,14,5,13,3,2,1,1,1,2,1,1,2,1,2,2,1,1,3,5,3.7237696121020085,2.0619540038456297
23499.0,198000.0,36289.0,52298.0,3,3,3,3,1,2,1,1,2,1,1,2,1,2,2,1,1,3,5,0.2641313131313131,1.5442784799353164
23499.0,198000.0,36289.0,52298.0,1,1,1,1,1,4,1,1,2,1,1,2,1,2,2,1,1,3,5,0.2641313131313131,1.5442784799353164
389.59,625.44,401.44,476.34,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,3,5,0.7616078280890253,1.0304165918016377
1785.0,2867.6,22839.0,11285.0,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,5,0.49411095056701254,1.6064985994397758
11013.0,23499.0,76288.0,50756.0,5,3,3,3,2,3,1,2,1,1,1,2,1,2,1,2,2,1,5,0.6653208892617449,2.133751021520022
1785.0,2867.6,22839.0,11285.0,1,1,1,1,1,4,1,2,1,1,1,2,1,2,1,2,2,1,5,0.49411095056701254,1.6064985994397758
10951.0,6366.7,18265.0,55609.0,10,7,9,8,2,4,1,2,1,1,1,2,1,2,1,2,2,1,5,3.044566110046537,0.5813806958268651
2786.5,2825.6,27657.0,23499.0,1,1,1,1,3,1,2,2,1,1,1,2,1,2,1,2,2,1,5,0.8496583143507973,1.0140319397093127
2786.5,3641.6,8092.0,20451.0,4,1,2,2,1,1,1,1,3,1,1,2,1,2,2,1,1,3,5,2.527310924369748,1.306872420599318
5194.0,7010.2,31443.0,46971.0,19,14,17,12,2,1,1,1,3,1,1,2,1,2,2,1,1,3,5,1.493846007060395,1.3496726992683865
2577.6,3994.2,26786.0,22573.0,27,37,24,27,3,2,1,1,3,1,1,2,1,2,2,1,1,3,5,0.8427163443589935,1.5495810055865922
1196.7,12787.0,28774.0,22321.0,1,3,1,1,3,4,1,1,3,1,1,2,1,2,2,1,1,3,5,0.7757350385764926,10.685217681958719
879.79,523.61,4048.5,6525.8,15,12,19,15,2,1,2,1,3,1,1,2,1,2,2,1,1,3,5,1.6119056440657034,0.5951533888768911
1449.0,2786.5,2786.5,959.53,2,2,2,2,3,1,2,2,2,4,1,2,1,2,1,2,2,1,5,0.3443495424367486,0.6622015182884748
11335.0,8092.0,8092.0,8227.5,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,3,5,0.7258491398323776,0.713895015438906
24425.0,77485.0,68949.0,143000.0,3,3,3,3,2,4,1,2,3,2,2,2,1,2,1,2,2,1,5,1.8455184874491837,2.8228863868986696
1069.0,6877.8,380.8,12649.0,2,2,3,2,3,1,2,2,3,2,2,2,1,2,1,2,2,1,5,1.839105527930443,0.35622076707202993
738.25,974.9,2827.6,4433.2,3,3,3,3,3,2,2,2,3,2,2,2,1,2,1,2,2,1,5,1.56783137643231,1.3205553674229598
50861.0,59361.0,6222.1,49679.0,1,1,1,1,1,2,1,2,3,3,2,2,1,2,1,2,2,1,5,0.8368962787015044,0.12233538467588133
416.45,535.83,676.01,589.73,3,3,3,3,3,2,2,2,3,3,2,2,1,2,1,2,2,1,5,0.8723687519415394,1.2866610637531517
9033.8,65566.0,6844.7,8092.0,3,3,4,2,1,1,1,1,1,4,2,2,1,2,2,1,1,3,5,0.12341762498856114,0.7576767251876287
34609.0,42637.0,66502.0,99973.0,9,6,14,8,2,1,1,1,1,4,2,2,1,2,2,1,1,3,5,1.5033081711828216,1.2319627842468721
68243.0,185000.0,5832.2,193000.0,2,2,2,2,3,2,1,1,1,4,2,2,1,2,2,1,1,3,5,1.0432432432432432,0.08546224521196313
330.41,595.81,330.41,610.93,2,2,2,2,2,1,2,1,1,4,2,2,1,2,2,1,1,3,5,1.0253772175693594,1.0
3585.3,181000.0,68243.0,8092.0,1,1,1,1,1,2,2,1,1,4,2,2,1,2,2,1,1,3,5,0.04470718232044199,2.2569938359412043
48848.0,154000.0,51572.0,68243.0,1,1,1,1,2,3,1,2,1,4,2,2,1,2,2,1,1,3,5,0.44313636363636366,1.0557648214870619
517.13,555.17,618.07,740.73,4,4,4,4,1,1,1,1,3,4,2,2,1,2,2,1,1,3,5,1.1984564855113498,1.073559839885522
22846.0,198000.0,83439.0,23440.0,11,10,13,13,2,1,1,1,3,4,2,2,1,2,2,1,1,3,5,0.11838383838383838,1.026000175085354
813.8,460.87,330.41,779.29,4,1,1,1,3,3,2,1,3,4,2,2,1,2,2,1,1,3,5,0.9575940034406488,0.40600884738264936
3372.1,22758.0,96957.0,198000.0,2,2,2,2,2,3,1,2,1,2,1,3,1,2,1,2,2,1,5,2.042142393019586,6.748910174668604
1129.0,5454.7,24667.0,11907.0,7,2,2,2,2,4,1,2,1,2,1,3,1,2,1,2,2,1,5,0.48270969311225526,4.831443755535872
621.33,1523.2,19394.0,23246.0,3,3,3,3,3,1,2,2,1,2,1,3,1,2,1,2,2,1,5,1.1986181293183458,2.451515297828851
12331.0,40228.0,19496.0,198000.0,3,3,4,1,2,1,1,1,2,2,2,3,1,2,2,1,1,3,5,4.921944913990256,1.5810558754358932
714.29,959.53,959.53,2702.8,3,2,2,2,1,2,2,1,2,2,2,3,1,2,2,1,1,3,5,2.8167957229060065,1.34333393999636
3381.6,5022.6,14936.0,41736.0,4,3,3,3,1,2,1,2,3,2,2,3,1,2,1,2,2,1,5,2.794322442420996,1.4852732434350604
3613.1,2590.1,22884.0,2786.5,1,2,1,1,3,1,2,2,3,2,2,3,1,2,1,2,2,1,5,0.12176629959797239,0.716863635105588
198000.0,45473.0,8064.4,356.47,1,7,3,2,2,3,1,2,1,4,2,3,1,2,1,2,2,1,5,0.0018003535353535356,0.0018003535353535356
959.53,23499.0,17781.0,1685.2,3,1,5,4,3,1,2,2,1,4,2,3,1,2,1,2,2,1,5,0.07171368994425295,1.7562765103748712
5924.3,10079.0,26193.0,72863.0,1,1,1,1,2,1,1,1,2,1,1,4,1,2,2,1,1,3,5,2.7817737563471154,1.7012980436507266
23499.0,198000.0,36289.0,52298.0,1,1,1,1,1,2,1,1,2,1,1,4,1,2,2,1,1,3,5,0.2641313131313131,1.5442784799353164
11003.0,5068.0,15360.0,68243.0,1,1,1,1,2,4,1,2,1,1,1,4,1,2,1,2,2,1,5,4.442903645833334,0.4606016540943379
6148.5,10959.0,43403.0,42402.0,6,6,6,6,1,2,1,2,1,3,1,4,1,2,1,2,2,1,5,0.9769370780821602,1.7823859477921444
17245.0,67250.0,51735.0,127000.0,1,1,1,1,2,3,1,2,3,3,2,4,1,2,1,2,2,1,5,1.8884758364312269,3.0
2786.5,12404.0,22924.0,8092.0,2,2,2,2,3,1,2,2,3,3,2,4,1,2,1,2,2,1,5,0.3529924969464317,2.904001435492553
1748.4,4562.7,13405.0,26069.0,15,14,17,10,1,1,1,1,2,1,1,5,1,2,1,2,2,1,5,1.9447221186124581,2.609643102264928
1541.2,2884.3,5267.7,418.55,2,2,2,1,2,1,1,1,2,1,1,5,1,2,1,2,2,1,5,0.07945592953281319,0.2715740981053724
834.58,1568.3,763.44,411.36,1,1,1,1,1,3,1,1,2,1,1,5,1,2,1,2,2,1,5,0.26229675444749095,0.49289462963406744
801.49,1997.8,1509.0,2953.4,28,27,24,18,1,1,2,1,2,1,1,5,1,2,1,2,2,1,5,1.4783261587746521,1.8827433904353141
1100.4,2115.8,15662.0,21569.0,18,9,15,19,2,1,2,1,2,1,1,5,1,2,1,2,2,1,5,1.3771548972034222,1.9227553616866595
959.53,707.79,1106.7,700.73,1,5,5,4,3,1,2,1,2,1,1,5,1,2,1,2,2,1,5,0.6331706876298907,0.7302846185111461
586.85,1940.9,1153.9,2667.5,24,19,21,24,1,2,2,1,2,1,1,5,1,2,1,2,2,1,5,1.374362409191612,1.9662605435801312
910.37,1031.1,6962.8,939.36,14,11,14,3,2,3,2,1,2,1,1,5,1,2,1,2,2,1,5,0.1349112426035503,1.0318441952173292
837.61,6883.4,12006.0,20624.0,7,8,8,8,3,3,2,1,2,1,1,5,1,2,1,2,2,1,5,1.7178077627852741,8.21790570790702
3013.1,3066.4,21816.0,21443.0,58,49,62,57,1,1,1,1,3,1,1,5,1,2,1,2,2,1,5,0.9829024569123579,1.0176894228535396
7894.4,15997.0,67809.0,68263.0,2,5,4,1,2,1,1,1,3,1,1,5,1,2,1,2,2,1,5,1.0066952764382309,2.026373125253344
1069.8,4794.3,24150.0,25648.0,7,9,9,9,2,2,1,1,3,1,1,5,1,2,1,2,2,1,5,1.0620289855072464,4.481491867638812
3291.4,11864.0,26122.0,10789.0,1,1,1,1,1,3,1,1,3,1,1,5,1,2,1,2,2,1,5,0.41302350509149377,3.27793644042049
934.07,3277.4,10946.0,22712.0,3,3,3,3,2,4,1,1,3,1,1,5,1,2,1,2,2,1,5,2.074913210305134,3.5087306090549957
465.69,744.07,2533.3,2456.2,29,37,29,48,1,1,2,1,3,1,1,5,1,2,1,2,2,1,5,0.9695653890182764,1.5977796388155212
964.1,505.44,23477.0,120000.0,13,16,22,17,2,1,2,1,3,1,1,5,1,2,1,2,2,1,5,5.111385611449504,0.5242609687791723
1045.2,1015.0,16504.0,21672.0,8,10,12,11,3,1,2,1,3,1,1,5,1,2,1,2,2,1,5,1.3131362094037808,0.9711060084194412
567.07,843.97,1308.2,1719.7,43,46,43,38,1,2,2,1,3,1,1,5,1,2,1,2,2,1,5,1.3145543494878458,1.4882995044703475
936.51,1112.4,18876.0,22035.0,17,14,14,12,2,3,2,1,3,1,1,5,1,2,1,2,2,1,5,1.1673553719008265,1.187814331934523
726.05,969.67,13074.0,8343.4,4,12,13,9,3,3,2,1,3,1,1,5,1,2,1,2,2,1,5,0.638167355055836,1.335541629364369
959.53,351.4,541.59,1631.8,1,2,1,2,1,1,3,1,3,1,1,5,1,2,1,2,2,1,5,1.700624263962565,0.36622096234614865
1087.6,1027.0,16253.0,18484.0,2,2,2,2,3,1,3,1,3,1,1,5,1,2,1,2,2,1,5,1.1372669660985664,0.9442809856564914
1683.2,10729.0,23499.0,23499.0,1,1,1,1,2,1,2,2,3,1,1,5,1,2,1,2,2,1,5,1.0,6.374168250950571
8778.5,66105.0,19994.0,66192.0,33,30,39,33,1,1,1,1,2,2,1,5,1,2,1,2,2,1,5,1.0013160880417518,2.277610070057527
334.78,476.91,412.2,1119.4,2,2,2,3,2,2,1,1,2,2,1,5,1,2,1,2,2,1,5,2.3471933907865217,1.2312563474520581
952.42,5982.8,1986.6,5014.8,18,17,22,20,1,1,2,1,2,2,1,5,1,2,1,2,2,1,5,0.8382028481647389,2.0858444803763048
1522.2,5488.5,9492.8,3336.5,11,9,17,6,2,1,2,1,2,2,1,5,1,2,1,2,2,1,5,0.351476908815102,2.1918933123111284
1414.2,8647.9,15868.0,2273.8,2,1,3,2,3,1,2,1,2,2,1,5,1,2,1,2,2,1,5,0.14329468111923369,1.6078348182718145
506.08,6581.5,1927.6,5215.0,29,4,15,3,1,2,2,1,2,2,1,5,1,2,1,2,2,1,5,0.7923725594469346,3.8088839709136897
1980.3,3268.3,6970.6,5364.1,9,13,12,10,2,3,2,1,2,2,1,5,1,2,1,2,2,1,5,0.7695320345450893,1.6504065040650409
2800.5,22851.0,11522.0,14398.0,3,3,3,3,3,3,2,1,2,2,1,5,1,2,1,2,2,1,5,0.63008183449302,4.114265309766113
959.53,959.53,1654.8,718.74,1,1,1,1,3,1,3,1,2,2,1,5,1,2,1,2,2,1,5,0.4343364757070341,0.7490542244640606
25183.0,51442.0,31514.0,18148.0,22,17,22,18,1,1,1,1,1,4,1,5,1,2,1,2,2,1,5,0.35278566152171376,0.7206448794821904
3370.2,2777.4,6636.0,9047.4,19,13,14,13,1,1,2,1,1,4,1,5,1,2,1,2,2,1,5,1.363381555153707,0.824105394338615
750.46,2953.1,22873.0,566.48,7,3,8,6,2,1,2,1,1,4,1,5,1,2,1,2,2,1,5,0.02476631836663315,0.7548436958665352
6080.0,8092.0,22979.0,8090.7,9,9,8,8,3,1,2,1,1,4,1,5,1,2,1,2,2,1,5,0.35209103964489313,1.3307072368421051
2660.1,4543.6,6608.3,1627.5,19,14,26,20,1,2,2,1,1,4,1,5,1,2,1,2,2,1,5,0.24628119183451114,0.6118191045449419
7113.4,11913.0,11135.0,29262.0,14,3,9,9,2,3,2,1,1,4,1,5,1,2,1,2,2,1,5,2.4563082347015865,1.5653555261900076
2842.9,3101.8,12547.0,21297.0,33,33,26,32,1,1,1,1,1,1,2,5,1,2,1,2,2,1,5,1.697377859249223,1.0910689788596153
1230.0,28830.0,18173.0,66458.0,11,10,11,11,2,2,1,1,1,1,2,5,1,2,1,2,2,1,5,2.305168227540756,14.77479674796748
1507.7,37291.0,41394.0,114000.0,1,1,1,1,2,4,1,1,1,1,2,5,1,2,1,2,2,1,5,2.754022322075663,24.733700338263578
520.24,738.94,2042.1,2368.5,24,35,22,27,1,1,2,1,1,1,2,5,1,2,1,2,2,1,5,1.1598354634934627,1.4203829001999078
961.03,1154.3,20855.0,17878.0,8,12,10,13,2,1,2,1,1,1,2,5,1,2,1,2,2,1,5,0.8572524574442579,1.2011071454585185
4590.6,3753.8,621.3,17861.0,4,8,11,9,1,2,2,1,1,1,2,5,1,2,1,2,2,1,5,3.8907768047749745,0.13534178538753103
508.42,656.27,2843.9,2391.8,1,1,1,1,1,3,2,1,1,1,2,5,1,2,1,2,2,1,5,0.8410281655473119,1.2908028795090671
741.25,1314.1,10236.0,12868.0,4,4,5,10,2,3,2,1,1,1,2,5,1,2,1,2,2,1,5,1.2571316920672138,1.7728161888701517
920.7,2162.2,19423.0,13857.0,6,4,6,5,3,3,2,1,1,1,2,5,1,2,1,2,2,1,5,0.7134325284456572,2.348430541978929
959.53,2786.5,959.53,2694.4,1,1,1,1,1,1,3,1,1,1,2,5,1,2,1,2,2,1,5,0.9669477839583708,1.0
959.53,2786.5,17645.0,23499.0,1,1,1,1,2,1,2,1,1,3,1,3,3,2,1,2,2,1,5,1.3317653726268064,2.90402592936125
2489.4,69235.0,1075.0,46449.0,1,1,1,1,3,3,1,1,3,5,1,1,1,3,1,2,2,1,5,0.6708890012277028,0.4318309632843255
1181.4,944.91,738.45,1096.5,1,1,1,1,2,4,1,1,3,3,1,2,1,3,2,1,1,3,5,0.9281361097003554,0.6250634840020315
5252.0,5758.0,11496.0,60589.0,1,1,1,1,2,1,1,1,1,1,2,2,1,3,2,1,1,3,5,5.27044189283229,1.0963442498095963
330.41,625.16,771.36,942.49,1,1,1,1,3,2,4,1,1,1,2,3,1,3,1,2,2,1,5,1.2218549056212404,1.8920734844587026
1526.9,2384.0,2381.6,3854.7,7,7,7,7,1,1,1,1,1,1,2,5,1,3,1,2,2,1,5,1.6169043624161072,1.5597616084877857
6931.5,54269.0,18538.0,59344.0,17,18,17,17,1,1,1,1,1,2,1,1,1,4,1,2,2,1,5,1.0935156350771158,2.6744571881988026
20357.0,138000.0,93754.0,21828.0,15,11,12,12,3,2,1,1,1,2,1,1,1,4,1,2,2,1,5,0.15817391304347825,1.0722601562116225
