"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation 
0,959.53,0,0,0,1,0,0,1,4,2,1,1,1,2,5,1,1,2,2,1,1,1
1692.3,4192.2,3677.1,6800.3,3,6,3,6,3,4,2,1,1,1,2,5,1,1,2,2,1,1,1
0,0,1306.2,0,0,0,3,0,2,1,3,1,1,1,2,5,1,1,2,2,1,1,1
1919.9,1974.5,1505.1,1715.8,1,1,1,1,2,4,1,2,1,1,2,5,1,1,2,2,1,1,1
320.41,959.53,0,2172.7,1,1,0,1,2,4,1,1,5,1,2,5,1,1,2,2,1,1,1
492.78,411.41,2171.9,3630.8,1,1,1,1,2,1,2,1,5,1,2,5,1,1,2,2,1,1,1
349.4,330.41,595.37,0,1,1,1,0,3,1,2,1,5,1,2,5,1,1,2,2,1,1,1
1095.3,7173.7,4188.3,7375.9,2,1,1,1,1,2,2,1,5,1,2,5,1,1,2,2,1,1,1
491.22,758.41,1401.9,3848.9,1,1,1,1,3,3,3,1,5,1,2,5,1,1,2,2,1,1,1
0,68243,1646.6,68243,0,1,2,1,2,3,1,1,1,2,2,5,1,1,2,2,1,1,1
0,0,330.41,330.41,0,0,1,1,3,3,1,1,1,2,2,5,1,1,2,2,1,1,1
5320,1.16E+05,16523,71757,47,63,71,72,2,4,1,1,1,2,2,5,1,1,2,2,1,1,1
769.01,3004.6,2670.7,7783.4,84,92,102,95,2,1,2,1,1,2,2,5,1,1,2,2,1,1,1
636.67,2668,4522.8,7441.6,13,14,14,12,3,1,2,1,1,2,2,5,1,1,2,2,1,1,1
927.62,2581.9,965.14,2784.1,68,72,74,79,1,2,2,1,1,2,2,5,1,1,2,2,1,1,1
549.3,4045.3,2581.5,7384.4,2,2,3,2,2,3,2,1,1,2,2,5,1,1,2,2,1,1,1
967.67,7839.2,2625.6,7644,56,63,53,63,3,3,2,1,1,2,2,5,1,1,2,2,1,1,1
647.1,10151,1281.5,9080.9,4,6,4,5,3,4,2,1,1,2,2,5,1,1,2,2,1,1,1
482.13,4364.7,2510.7,7877.3,1,1,1,1,2,1,3,1,1,2,2,5,1,1,2,2,1,1,1
0,2786.5,0,23499,0,1,0,1,1,2,3,1,1,2,2,5,1,1,2,2,1,1,1
549.34,2840.1,2801.3,6757,2,2,3,4,3,3,3,1,1,2,2,5,1,1,2,2,1,1,1
959.53,1855.3,959.53,2068.4,1,1,1,1,1,2,4,1,1,2,2,5,1,1,2,2,1,1,1
12872,978.83,97634,0,1,1,1,0,3,3,2,1,1,4,2,5,1,1,2,2,1,1,1
2287,55913,75231,1.67E+05,6,14,17,15,2,4,1,1,2,4,2,5,1,1,2,2,1,1,1
2596.8,2636.6,14748,7378.4,9,6,11,5,2,1,2,1,2,4,2,5,1,1,2,2,1,1,1
1161.2,0,2351,439.18,4,0,2,4,3,1,2,1,2,4,2,5,1,1,2,2,1,1,1
1373.6,360.21,3650.6,512.61,11,9,16,13,1,2,2,1,2,4,2,5,1,1,2,2,1,1,1
11131,1705.3,22816,8952.8,26,22,25,14,3,3,2,1,2,4,2,5,1,1,2,2,1,1,1
0,0,23499,0,0,0,2,0,3,4,2,1,2,4,2,5,1,1,2,2,1,1,1
2786.5,0,23499,0,2,0,2,0,3,1,3,1,2,4,2,5,1,1,2,2,1,1,1
23442,0,23499,0,4,0,3,0,1,2,2,1,3,4,2,5,1,1,2,2,1,1,1
23499,0,23499,0,1,0,1,0,1,4,2,1,3,4,2,5,1,1,2,2,1,1,1
8092,8823.3,7382.2,8092,2,2,2,2,3,4,2,1,3,4,2,5,1,1,2,2,1,1,1
0,0,6166.7,20554,0,0,1,1,1,2,1,1,5,4,2,5,1,1,2,2,1,1,1
0,0,0,23499,0,0,0,1,2,4,1,1,5,4,2,5,1,1,2,2,1,1,1
0,959.53,0,0,0,1,0,0,1,2,2,1,5,4,2,5,1,1,2,2,1,1,1
23499,0,0,0,1,0,0,0,3,3,2,1,5,4,2,5,1,1,2,2,1,1,1
403.98,355.92,416.29,334.3,1,1,1,1,3,2,1,1,3,2,1,2,2,1,2,2,1,1,1
2786.5,0,4090.5,8092,2,0,2,2,2,2,4,1,1,1,1,1,1,2,2,2,1,1,1
973.66,330.41,8092,5343.1,1,1,1,1,3,3,4,1,1,1,1,1,1,2,2,2,1,1,1
398.27,891.02,6929.1,6654.1,8,14,9,12,2,4,4,1,1,1,1,1,1,2,2,2,1,1,1
3763.8,47070,1.01E+05,1.98E+05,3,3,1,1,2,3,1,1,3,1,1,1,1,2,2,2,1,1,1
332.39,338.5,601.23,821.53,2,2,2,2,2,4,1,1,3,1,1,1,1,2,2,2,1,1,1
971.68,8493.5,20762,15762,1,1,1,1,3,3,2,1,3,2,1,1,1,2,2,2,1,1,1
2258.5,1860.7,5626.6,12740,3,3,3,3,1,2,1,1,5,1,1,2,1,2,2,2,1,1,1
379.38,344.77,2269.1,959.53,5,5,1,4,1,1,2,1,5,1,1,2,1,2,2,2,1,1,1
641.7,1698.3,136.81,23373,6,9,9,9,3,4,2,1,5,1,1,2,1,2,2,2,1,1,1
670.27,9851.5,1020.6,1961.7,2,2,2,3,2,3,1,1,1,4,1,2,1,2,2,2,1,1,1
1219.7,0,10930,10930,2,0,3,3,2,3,2,1,1,4,1,2,1,2,2,2,1,1,1
54306,1.98E+05,14144,10559,9,9,9,9,3,3,2,1,3,1,2,2,1,2,2,2,1,1,1
2786.5,7732,0,0,2,2,0,0,1,2,1,1,5,3,2,2,1,2,2,2,1,1,1
959.53,0,2786.5,0,1,0,1,0,2,2,4,1,1,2,1,3,1,2,2,2,1,1,1
0,959.53,484.89,1237.1,0,1,1,1,3,2,4,1,1,2,1,3,1,2,2,2,1,1,1
959.53,959.53,0,7921.4,1,1,0,1,2,3,4,1,1,2,1,3,1,2,2,2,1,1,1
957.19,959.53,330.41,0,2,1,1,0,2,4,4,1,1,2,1,3,1,2,2,2,1,1,1
2311.5,396.77,2652.3,3162.3,2,2,2,2,2,2,4,1,3,2,1,3,1,2,2,2,1,1,1
626.69,45298,617.41,37338,2,1,2,1,3,2,4,1,3,2,1,3,1,2,2,2,1,1,1
959.53,0,0,0,1,0,0,0,3,3,4,1,3,2,1,3,1,2,2,2,1,1,1
959.53,855.33,7216.5,6882.6,1,2,1,2,2,4,4,1,3,2,1,3,1,2,2,2,1,1,1
330.41,0,23499,2786.5,1,0,1,1,2,4,4,1,2,4,1,3,1,2,2,2,1,1,1
0,68243,0,29383,0,1,0,1,2,3,1,1,3,4,1,3,1,2,2,2,1,1,1
1281.2,2818.8,20235,19936,1,1,1,1,1,2,1,1,5,1,2,3,1,2,2,2,1,1,1
707.81,959.87,22752,22253,4,4,4,12,3,4,2,1,5,1,2,3,1,2,2,2,1,1,1
0,0,0,23499,0,0,0,3,1,2,1,1,5,2,2,3,1,2,2,2,1,1,1
0,12563,1.93E+05,0,0,1,1,0,2,3,1,1,5,2,2,3,1,2,2,2,1,1,1
706.8,959.53,10121,23499,1,1,1,1,3,4,1,1,5,2,2,3,1,2,2,2,1,1,1
737.27,439.78,9529.9,16649,3,1,3,3,1,1,2,1,5,2,2,3,1,2,2,2,1,1,1
0,0,23947,0,0,0,4,0,2,1,2,1,5,2,2,3,1,2,2,2,1,1,1
710.65,817.12,10117,25808,10,11,16,13,3,4,2,1,5,2,2,3,1,2,2,2,1,1,1
366.89,959.53,2641.1,2505.1,2,2,3,2,1,1,2,1,5,1,1,4,1,2,2,2,1,1,1
620.8,958.46,30398,3211.4,2,3,3,2,3,4,2,1,5,1,1,4,1,2,2,2,1,1,1
8092,959.53,8092,0,2,2,2,0,3,1,4,1,2,2,1,4,1,2,2,2,1,1,1
345.9,1636.7,737.09,616.89,1,2,2,2,2,2,4,1,2,2,1,4,1,2,2,2,1,1,1
0,8092,0,0,0,1,0,0,3,3,4,1,2,2,1,4,1,2,2,2,1,1,1
0,0,8092,1.98E+05,0,0,1,1,2,4,4,1,2,2,1,4,1,2,2,2,1,1,1
0,0,0,23499,0,0,0,1,2,4,1,1,3,2,1,4,1,2,2,2,1,1,1
1501.6,0,7951.2,23499,3,0,7,3,3,3,2,1,3,2,1,4,1,2,2,2,1,1,1
2783.9,8092,9023.2,62016,2,1,3,2,1,2,1,1,5,3,1,4,1,2,2,2,1,1,1
0,0,7013.8,56631,0,0,1,1,1,4,1,1,5,3,1,4,1,2,2,2,1,1,1
538.59,23156,6247.3,2882.5,1,4,2,2,3,4,2,1,5,3,1,4,1,2,2,2,1,1,1
8455.3,68243,3817.7,1.84E+05,1,1,1,1,2,3,3,1,5,3,1,4,1,2,2,2,1,1,1
1017.3,301.75,7486,0,1,4,1,0,1,1,2,1,5,4,2,4,1,2,2,2,1,1,1
0,0,762.66,0,0,0,1,0,3,2,2,1,5,4,2,4,1,2,2,2,1,1,1
0,959.53,0,0,0,3,0,0,3,4,2,1,5,4,2,4,1,2,2,2,1,1,1
0,0,0,68243,0,0,0,1,1,1,2,1,5,1,1,1,1,3,2,2,1,1,1
2356.3,959.53,330.41,1.98E+05,11,11,11,11,2,1,1,1,6,1,1,1,1,3,2,2,1,1,1
3887.9,9115.4,1.16E+05,1.98E+05,8,9,4,2,3,2,1,1,6,1,1,1,1,3,2,2,1,1,1
0,24267,68243,0,0,9,9,0,3,4,1,1,6,1,1,1,1,3,2,2,1,1,1
0,959.53,2786.5,831.98,0,2,4,8,1,1,2,1,6,1,1,1,1,3,2,2,1,1,1
1127.2,0,0,0,1,0,0,0,3,1,2,1,6,1,1,1,1,3,2,2,1,1,1
665.29,608.75,5326.4,1769.7,20,12,3,15,1,2,2,1,6,1,1,1,1,3,2,2,1,1,1
343.95,361.82,533.17,361.07,14,13,14,14,3,3,2,1,6,1,1,1,1,3,2,2,1,1,1
346.86,0,1373.5,884.86,1,0,1,1,2,1,2,3,1,2,1,1,1,3,2,2,1,1,1
959.53,16160,2786.5,23499,2,2,2,2,1,1,2,1,3,2,1,1,1,3,2,2,1,1,1
90267,1.98E+05,57675,0,2,2,2,0,3,1,2,1,3,2,1,1,1,3,2,2,1,1,1
379.34,763.3,456.43,849.75,1,1,1,1,3,4,2,1,5,3,1,1,1,3,2,2,1,1,1
9096,68180,97733,1.98E+05,1,2,1,2,3,2,1,3,1,2,2,1,1,3,2,2,1,1,1
23499,0,0,0,1,0,0,0,2,3,1,3,1,2,2,1,1,3,2,2,1,1,1
19096,86393,49305,1.36E+05,5,5,5,5,3,4,1,3,1,2,2,1,1,3,2,2,1,1,1
3464.2,20902,14954,11528,10,10,5,7,2,1,2,3,1,2,2,1,1,3,2,2,1,1,1
459.76,2824.8,23384,28206,12,18,12,18,3,1,2,3,1,2,2,1,1,3,2,2,1,1,1
1554.7,22743,1634.3,23679,9,7,9,8,3,2,2,3,1,2,2,1,1,3,2,2,1,1,1
1827.4,4436.1,12878,23442,7,8,6,9,2,3,2,3,1,2,2,1,1,3,2,2,1,1,1
1231.7,53042,3822.2,27808,14,16,15,15,3,3,2,3,1,2,2,1,1,3,2,2,1,1,1
0,959.53,0,0,0,1,0,0,1,1,1,1,5,1,1,2,1,3,2,2,1,1,1
0,0,8182.2,2016.4,0,0,2,1,3,1,1,1,5,1,1,2,1,3,2,2,1,1,1
987.02,1192.6,1537.3,483.27,15,28,14,29,1,2,1,1,5,1,1,2,1,3,2,2,1,1,1
313.73,7502.2,3070.4,2236.9,28,21,23,26,1,1,2,1,5,1,1,2,1,3,2,2,1,1,1
379.33,438.08,832.78,536.48,1,2,3,2,3,2,2,1,5,1,1,2,1,3,2,2,1,1,1
959.53,959.53,0,0,3,3,0,0,2,3,2,1,5,1,1,2,1,3,2,2,1,1,1
959.53,0,0,1083.8,1,0,0,1,3,3,2,1,5,1,1,2,1,3,2,2,1,1,1
518,614.58,376,79665,15,8,14,27,3,4,2,1,5,1,1,2,1,3,2,2,1,1,1
328.78,323.78,330.41,1096,1,1,1,1,1,1,3,1,5,1,1,2,1,3,2,2,1,1,1
0,0,0,1.98E+05,0,0,0,1,3,4,3,1,5,1,1,2,1,3,2,2,1,1,1
0,959.53,0,0,0,1,0,0,1,1,4,1,5,1,1,2,1,3,2,2,1,1,1
0,0,2786.5,564.15,0,0,2,1,1,1,2,1,6,1,1,2,1,3,2,2,1,1,1
330.41,330.41,0,1870.3,4,4,0,4,1,2,2,1,6,1,1,2,1,3,2,2,1,1,1
677.21,8193.9,5587.3,28914,1,1,1,1,2,1,1,3,1,2,1,2,1,3,2,2,1,1,1
0,1.88E+05,82331,1.98E+05,0,7,8,8,3,2,1,3,1,2,1,2,1,3,2,2,1,1,1
16359,1.96E+05,91850,1.90E+05,18,15,21,18,3,4,1,3,1,2,1,2,1,3,2,2,1,1,1
428.45,672.64,10857,602.58,24,18,29,19,2,1,2,3,1,2,1,2,1,3,2,2,1,1,1
968.07,7142.1,54703,38234,18,14,29,15,3,1,2,3,1,2,1,2,1,3,2,2,1,1,1
0,23442,5618.2,282.5,0,4,19,10,3,2,2,3,1,2,1,2,1,3,2,2,1,1,1
3792.2,23191,11203,65877,24,32,40,29,2,3,2,3,1,2,1,2,1,3,2,2,1,1,1
847.51,3117.5,20371,35316,25,18,26,21,3,3,2,3,1,2,1,2,1,3,2,2,1,1,1
2108.3,23499,5391.1,37706,1,1,1,1,2,1,3,3,1,2,1,2,1,3,2,2,1,1,1
959.53,0,23499,0,1,0,1,0,3,1,3,3,1,2,1,2,1,3,2,2,1,1,1
14482,11514,37070,76808,4,4,2,9,1,2,1,1,5,3,1,2,1,3,2,2,1,1,1
1763.3,959.53,67210,954.64,20,1,8,11,1,1,2,1,5,3,1,2,1,3,2,2,1,1,1
959.53,0,0,0,1,0,0,0,1,1,3,1,5,3,1,2,1,3,2,2,1,1,1
0,559.25,0,0,0,4,0,0,3,2,1,1,6,4,1,2,1,3,2,2,1,1,1
959.53,0,0,0,1,0,0,0,3,3,1,1,6,4,1,2,1,3,2,2,1,1,1
4403,330.41,1.98E+05,959.53,3,1,1,1,1,1,2,1,6,4,1,2,1,3,2,2,1,1,1
0,0,1493.9,0,0,0,1,0,1,2,2,1,6,4,1,2,1,3,2,2,1,1,1
0,0,0,1.98E+05,0,0,0,1,3,3,2,1,6,4,1,2,1,3,2,2,1,1,1
0,0,0,32082,0,0,0,3,3,1,1,1,5,1,2,2,1,3,2,2,1,1,1
661.67,2548,330.41,2439.6,2,1,1,2,1,2,1,1,5,1,2,2,1,3,2,2,1,1,1
134.33,0,0,0,1,0,0,0,1,1,2,1,5,1,2,2,1,3,2,2,1,1,1
0,959.53,959.53,619.19,0,1,1,1,3,2,2,1,5,1,2,2,1,3,2,2,1,1,1
0,0,0,959.53,0,0,0,4,2,3,2,1,5,1,2,2,1,3,2,2,1,1,1
330.41,0,68243,16750,1,0,1,1,3,3,2,1,5,1,2,2,1,3,2,2,1,1,1
330.41,3251.8,68243,10076,3,3,4,4,3,4,2,1,5,1,2,2,1,3,2,2,1,1,1
23415,1.06E+05,1.36E+05,1.13E+05,1,1,1,1,3,4,1,3,1,2,2,2,1,3,2,2,1,1,1
0,0,68243,0,0,0,1,0,3,2,2,3,1,2,2,2,1,3,2,2,1,1,1
836.24,11371,8273.1,0,2,2,2,0,3,3,2,3,1,2,2,2,1,3,2,2,1,1,1
7084.5,6662.9,2004,61137,7,9,14,9,3,2,1,3,3,2,2,2,1,3,2,2,1,1,1
599.38,629.15,629.15,0,5,7,7,0,3,4,1,3,3,2,2,2,1,3,2,2,1,1,1
905.39,1403.5,582.22,821.73,7,32,34,33,2,1,2,3,3,2,2,2,1,3,2,2,1,1,1
3908.9,1322.1,76219,22541,8,8,8,5,3,1,2,3,3,2,2,2,1,3,2,2,1,1,1
379.32,24279,5310,2463.4,2,10,15,8,3,2,2,3,3,2,2,2,1,3,2,2,1,1,1
1714,5930.2,2225.3,3663.5,4,7,9,10,2,3,2,3,3,2,2,2,1,3,2,2,1,1,1
332.62,782.9,35811,10271,6,5,7,4,3,3,2,3,3,2,2,2,1,3,2,2,1,1,1
0,1616.8,462.11,155.3,0,5,4,4,3,1,1,1,5,3,2,2,1,3,2,2,1,1,1
5747.1,4873.7,20714,2974.1,6,7,7,7,1,2,1,1,5,3,2,2,1,3,2,2,1,1,1
0,0,0,23499,0,0,0,1,1,4,1,1,5,3,2,2,1,3,2,2,1,1,1
1389.8,362.69,391.83,1052.4,3,6,4,4,1,1,2,1,5,3,2,2,1,3,2,2,1,1,1
0,0,0,959.53,0,0,0,1,3,2,2,1,5,3,2,2,1,3,2,2,1,1,1
0,0,959.53,1481.5,0,0,1,1,1,3,2,1,5,3,2,2,1,3,2,2,1,1,1
1914.1,338.48,524.13,928.27,11,10,18,7,3,4,2,1,5,3,2,2,1,3,2,2,1,1,1
0,0,1789,30966,0,0,4,2,1,2,1,1,5,4,2,2,1,3,2,2,1,1,1
737.43,628.87,339.67,5648.1,2,1,1,2,1,1,2,1,5,4,2,2,1,3,2,2,1,1,1
2819.3,12355,44793,1.30E+05,14,18,15,14,3,2,1,3,3,2,1,3,1,3,2,2,1,1,1
7958.7,12978,5913.8,1.29E+05,11,13,12,16,3,4,1,3,3,2,1,3,1,3,2,2,1,1,1
549.47,966.81,20090,19070,14,12,19,12,2,1,2,3,3,2,1,3,1,3,2,2,1,1,1
480.59,1040.7,19445,527.52,4,10,17,10,3,1,2,3,3,2,1,3,1,3,2,2,1,1,1
959.01,842.13,692.93,9835.5,12,23,30,24,3,2,2,3,3,2,1,3,1,3,2,2,1,1,1
340.75,444.14,2204.8,1.01E+05,11,18,26,31,2,3,2,3,3,2,1,3,1,3,2,2,1,1,1
900.05,427.63,23442,2191.8,6,9,13,4,3,3,2,3,3,2,1,3,1,3,2,2,1,1,1
330.41,330.41,0,0,1,1,0,0,2,4,2,3,3,2,1,3,1,3,2,2,1,1,1
959.53,713.56,2751,10977,1,1,1,1,3,2,3,3,3,2,1,3,1,3,2,2,1,1,1
330.41,330.41,0,68113,1,1,0,1,2,3,3,3,3,2,1,3,1,3,2,2,1,1,1
0,0,0,21306,0,0,0,2,1,1,2,1,5,3,1,3,1,3,2,2,1,1,1
0,0,23499,0,0,0,1,0,3,4,2,1,5,3,1,3,1,3,2,2,1,1,1
959.53,0,4748.4,1.98E+05,3,0,6,3,3,2,1,1,6,4,1,3,1,3,2,2,1,1,1
8092,7855,8072.4,0,1,3,4,0,3,4,1,1,6,4,1,3,1,3,2,2,1,1,1
472.44,1909.8,5668.9,4562.6,5,5,5,5,3,3,2,1,6,4,1,3,1,3,2,2,1,1,1
330.41,0,0,231.62,1,0,0,1,3,4,2,1,1,1,2,3,1,3,2,2,1,1,1
411.64,7898.9,1354.2,457.06,10,18,9,17,1,2,1,1,5,1,2,3,1,3,2,2,1,1,1
1714.7,5117.8,7426.9,5264.1,2,3,2,2,1,4,1,1,5,1,2,3,1,3,2,2,1,1,1
387.2,475.92,834.13,847.66,10,10,9,9,1,1,2,1,5,1,2,3,1,3,2,2,1,1,1
364.46,0,804.89,0,1,0,2,0,3,2,2,1,5,1,2,3,1,3,2,2,1,1,1
0,959.53,0,0,0,1,0,0,3,3,2,1,5,1,2,3,1,3,2,2,1,1,1
418.67,476.43,4035.3,309.49,23,20,20,19,3,4,2,1,5,1,2,3,1,3,2,2,1,1,1
2786.5,0,0,0,1,0,0,0,3,1,1,1,5,2,2,3,1,3,2,2,1,1,1
1873.8,5620.9,1220.8,1.92E+05,16,11,4,11,1,2,1,1,5,2,2,3,1,3,2,2,1,1,1
2786.5,22739,0,0,6,6,0,0,3,3,1,1,5,2,2,3,1,3,2,2,1,1,1
605.55,3360.7,945.92,7533.2,5,3,11,7,1,1,2,1,5,2,2,3,1,3,2,2,1,1,1
352.05,621.63,673.23,674.16,31,50,28,36,3,4,2,1,5,2,2,3,1,3,2,2,1,1,1
0,0,2455.8,1.98E+05,0,0,7,1,3,1,1,1,5,1,1,4,1,3,2,2,1,1,1
755.91,11961,9598,29993,12,8,11,20,1,2,1,1,5,1,1,4,1,3,2,2,1,1,1
0,0,23499,1.98E+05,0,0,1,1,3,3,1,1,5,1,1,4,1,3,2,2,1,1,1
0,0,23499,23499,0,0,1,1,1,4,1,1,5,1,1,4,1,3,2,2,1,1,1
7903.6,4939.1,2932.3,13886,7,2,3,2,1,1,2,1,5,1,1,4,1,3,2,2,1,1,1
6597.2,609.6,516.36,584.01,5,1,1,1,3,2,2,1,5,1,1,4,1,3,2,2,1,1,1
17188,1.98E+05,45591,1.98E+05,1,1,1,1,1,3,2,1,5,1,1,4,1,3,2,2,1,1,1
0,330.41,113.78,0,0,1,1,0,2,3,2,1,5,1,1,4,1,3,2,2,1,1,1
64381,21318,74771,9339.7,1,1,1,1,3,3,2,1,5,1,1,4,1,3,2,2,1,1,1
1756.8,19692,1472.8,1453.8,44,47,40,51,3,4,2,1,5,1,1,4,1,3,2,2,1,1,1
0,0,1.98E+05,0,0,0,1,0,3,4,3,1,5,1,1,4,1,3,2,2,1,1,1
505.69,1623.6,941.78,724.09,14,16,14,11,3,2,1,3,1,2,1,4,1,3,2,2,1,1,1
34827,0,0,1.98E+05,1,0,0,1,3,3,1,3,1,2,1,4,1,3,2,2,1,1,1
14597,83598,1.96E+05,1.53E+05,12,5,15,14,3,4,1,3,1,2,1,4,1,3,2,2,1,1,1
589.02,14337,19793,26774,10,10,23,15,2,1,2,3,1,2,1,4,1,3,2,2,1,1,1
334.06,11520,19611,27541,16,11,16,11,3,1,2,3,1,2,1,4,1,3,2,2,1,1,1
388.38,65050,2267.7,23371,19,18,20,27,3,2,2,3,1,2,1,4,1,3,2,2,1,1,1
685.01,23442,21174,44347,12,18,21,9,2,3,2,3,1,2,1,4,1,3,2,2,1,1,1
343.6,21495,8963.4,26119,9,18,11,25,3,3,2,3,1,2,1,4,1,3,2,2,1,1,1
117.39,68243,0,725.73,1,1,0,1,3,1,3,3,1,2,1,4,1,3,2,2,1,1,1
0,68243,0,137.62,0,1,0,1,3,2,3,3,1,2,1,4,1,3,2,2,1,1,1
0,0,0,23499,0,0,0,1,3,3,3,3,1,2,1,4,1,3,2,2,1,1,1
0,8491.3,61705,25674,0,1,1,1,3,1,2,3,3,2,1,4,1,3,2,2,1,1,1
1147.8,40621,22317,34861,7,7,7,11,1,2,1,1,5,3,1,4,1,3,2,2,1,1,1
5072.5,19905,20216,1.12E+05,2,2,1,2,1,4,1,1,5,3,1,4,1,3,2,2,1,1,1
8053.9,0,66952,667.99,7,0,5,4,1,1,2,1,5,3,1,4,1,3,2,2,1,1,1
903.51,0,0,11596,8,0,0,8,3,2,2,1,5,3,1,4,1,3,2,2,1,1,1
0,2786.5,0,0,0,3,0,0,2,4,2,1,5,3,1,4,1,3,2,2,1,1,1
382.13,615.81,428.29,724.02,32,37,27,30,3,4,2,1,5,3,1,4,1,3,2,2,1,1,1
411.47,514.29,387.41,612.27,2,2,2,2,3,4,3,1,5,3,1,4,1,3,2,2,1,1,1
0,0,959.53,0,0,0,2,0,3,1,1,1,1,1,2,4,1,3,2,2,1,1,1
2786.5,23499,8092,0,5,5,5,0,1,1,1,1,1,2,2,4,1,3,2,2,1,1,1
2786.5,0,0,0,1,0,0,0,2,3,1,1,1,2,2,4,1,3,2,2,1,1,1
996.06,3356.5,1152.2,5815.7,4,4,1,5,1,1,2,1,1,2,2,4,1,3,2,2,1,1,1
0,330.41,0,330.41,0,3,0,3,2,1,2,1,1,2,2,4,1,3,2,2,1,1,1
501.44,462.72,447.93,709.98,1,1,1,1,3,1,1,1,5,4,2,4,1,3,2,2,1,1,1
0,0,959.53,0,0,0,2,0,1,2,1,1,5,4,2,4,1,3,2,2,1,1,1
959.53,628.87,339.67,462.04,1,1,1,1,1,1,2,1,5,4,2,4,1,3,2,2,1,1,1
2581.3,2786.5,3137.1,396.36,2,2,6,5,3,4,2,1,5,4,2,4,1,3,2,2,1,1,1
0,0,1.98E+05,0,0,0,3,0,3,1,1,1,3,4,1,1,1,5,2,2,1,1,1
0,68075,8092,68243,0,2,2,2,1,2,1,1,3,4,1,1,1,5,2,2,1,1,1
349.19,837.3,1130.3,415.21,8,7,11,8,1,1,2,1,3,4,1,1,1,5,2,2,1,1,1
0,0,959.53,0,0,0,2,0,2,3,2,1,3,4,1,1,1,5,2,2,1,1,1
0,23499,21231,18986,0,1,2,1,3,3,2,1,3,4,1,1,1,5,2,2,1,1,1
478.58,434.26,9608.4,7819.5,12,4,15,10,3,4,2,1,3,4,1,1,1,5,2,2,1,1,1
330.41,837.3,959.53,330.41,1,1,1,1,1,1,2,1,4,4,1,1,1,5,2,2,1,1,1
1061,2484.3,5248.2,23499,1,1,1,1,1,2,1,1,3,2,2,1,1,5,2,2,1,1,1
959.53,0,0,420.3,1,0,0,1,3,4,2,1,3,2,2,1,1,5,2,2,1,1,1
0,0,959.53,0,0,0,1,0,2,3,2,1,3,4,1,2,1,5,2,2,1,1,1
2786.5,8288.5,1.98E+05,0,1,1,1,0,3,1,1,1,3,2,2,2,1,5,2,2,1,1,1
1125.1,2496.3,4462.5,12330,7,9,9,13,1,2,1,1,3,2,2,2,1,5,2,2,1,1,1
959.53,1556.9,3220.9,8092,1,1,1,1,1,4,1,1,3,2,2,2,1,5,2,2,1,1,1
1793.2,23499,910.23,11027,1,1,4,4,1,1,2,1,3,2,2,2,1,5,2,2,1,1,1
6856.9,42972,1.91E+05,1.94E+05,1,1,1,1,3,2,2,1,3,2,2,2,1,5,2,2,1,1,1
451.66,604.41,26855,42930,19,29,22,27,3,4,2,1,3,2,2,2,1,5,2,2,1,1,1
661.13,440.05,1710.6,527.63,2,2,2,1,3,4,3,1,3,2,2,2,1,5,2,2,1,1,1
1061,2484.3,5248.2,23499,1,1,1,1,1,2,1,1,5,2,2,2,1,5,2,2,1,1,1
2171.5,2027.6,1318.8,5723.8,3,5,5,4,1,2,1,1,1,3,2,2,1,5,2,2,1,1,1
766.66,957.69,513.33,1046.2,8,8,10,19,1,1,2,1,1,3,2,2,1,5,2,2,1,1,1
959.53,330.41,959.53,1327.3,5,5,5,5,1,1,2,1,1,4,2,2,1,5,2,2,1,1,1
0,0,0,1.98E+05,0,0,0,1,3,1,1,1,2,2,2,3,1,5,2,2,1,1,1
874.8,240.48,214.36,23203,5,10,13,13,1,2,1,1,2,2,2,3,1,5,2,2,1,1,1
330.41,0,0,0,1,0,0,0,1,4,1,1,2,2,2,3,1,5,2,2,1,1,1
293.41,660.87,432.45,441.3,5,8,6,9,1,1,2,1,2,2,2,3,1,5,2,2,1,1,1
653.2,19409,535.18,8092,5,3,4,3,3,2,2,1,2,2,2,3,1,5,2,2,1,1,1
480.15,659.4,485.2,1022.9,17,15,15,15,3,4,2,1,2,2,2,3,1,5,2,2,1,1,1
0,330.41,0,1.12E+05,0,1,0,1,1,1,3,1,2,2,2,3,1,5,2,2,1,1,1
2786.5,20833,66805,1.24E+05,2,2,2,2,3,1,1,1,1,3,2,4,1,5,2,2,1,1,1
1892.2,402.12,403.86,3748.3,5,6,5,7,1,2,1,1,1,3,2,4,1,5,2,2,1,1,1
0,2070.8,0,0,0,2,0,0,1,4,1,1,1,3,2,4,1,5,2,2,1,1,1
706.93,958.56,18179,5434.9,3,3,10,11,1,1,2,1,1,3,2,4,1,5,2,2,1,1,1
959.53,0,4569.6,23499,4,0,4,4,3,2,2,1,1,3,2,4,1,5,2,2,1,1,1
